"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ENR^A","Energizer Holdings, Inc.","103.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/enr^a",
"ET","Energy Transfer L.P.","11.22","$30.18B","1996","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/et",
"ETP^C","Energy Transfer Operating, L.P.","24.004","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^c",
"ETP^D","Energy Transfer Operating, L.P.","24.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^d",
"ETP^E","Energy Transfer Operating, L.P.","24.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^e",
"EPAC","Enerpac Tool Group Corp.","22.7","$1.36B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/epac",
"ERF","Enerplus Corporation","4.5","$997.85M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/erf",
"ENS","Enersys","67.56","$2.86B","2004","Consumer Non-Durables","Telecommunications Equipment","https://old.nasdaq.com/symbol/ens",
"E","ENI S.p.A.","25.68","$46.66B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/e",
"ENLC","EnLink Midstream, LLC","4.02","$1.96B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","21.21","$552.76M","n/a","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","20.54","$677.3M","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/enva",
"NPO","EnPro Industries","60.22","$1.25B","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/npo",
"ETM","Entercom Communications Corp.","4.49","$601.35M","1999","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/etm",
"EAB","Entergy Arkansas, LLC","25.16","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, LLC","25.15","n/a","2013","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, LLC","25.65","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","126.3","$25.23B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","25.8","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","25.55","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","25.13","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, LLC","25.88","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, LLC","25.3475","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, LLC","25.9301","n/a","2016","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/eno",
"ETI^","Entergy Texas Inc","26.6218","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eti^",
"EZT","Entergy Texas Inc","27.05","n/a","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","23.99","$52.52B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","2","$169.1M","2000","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","78.37","$4.11B","2010","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/env",
"NVST","Envista Holdings Corporation","26.5","$4.21B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvst",
"EVA","Enviva Partners, LP","36.9","$1.23B","2015","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","2.4","$114.14M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","66.99","$38.97B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/eog",
"EPAM","EPAM Systems, Inc.","216.96","$11.97B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/epam",
"EPR","EPR Properties","65.65","$5.15B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","29.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","37.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^e",
"EPR^G","EPR Properties","26.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^g",
"EQM","EQM Midstream Partners, LP","21.93","$4.55B","2012","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/eqm",
"EQT","EQT Corporation","5.16","$1.32B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/eqt",
"EFX","Equifax, Inc.","152.19","$18.45B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/efx",
"EQNR","Equinor ASA","15.89","$52.5B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/eqnr",
"EQH","Equitable Holdings, Inc.","24.03","$11.76B","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/eqh",
"EQH^A","Equitable Holdings, Inc.","25.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqh^a",
"ETRN","Equitrans Midstream Corporation","9","$2.29B","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/etrn",
"EQC","Equity Commonwealth","32.23","$3.93B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","28.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqc^d",
"ELS","Equity Lifestyle Properties, Inc.","75.37","$13.72B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/els",
"EQR","Equity Residential","83.51","$31.06B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.79","$24.2M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","10.23","$229.8M","n/a","Transportation","Transportation Services","https://old.nasdaq.com/symbol/era",
"EROS","Eros International PLC","2.39","$314.82M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","95.13","$2.47B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","46.57","$4.58B","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esnt",
"EPRT","Essential Properties Realty Trust, Inc.","25.68","$2.36B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eprt",
"WTRG","Essential Utilities, Inc.","50.43","$10.88B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtrg",
"WTRU","Essential Utilities, Inc.","65.92","n/a","2019","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtru",
"ESS","Essex Property Trust, Inc.","317.91","$21.04B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","191.43","$68.83B","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/el",
"ETH","Ethan Allen Interiors Inc.","13.37","$346.68M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/eth",
"EURN","Euronav NV","8.86","$1.91B","2015","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/eurn",
"EEA","European Equity Fund, Inc. (The)","9.0917","$70.23M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eea",
"EB","Eventbrite, Inc.","18.5","$1.56B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/eb",
"EVR","Evercore Inc.","73.88","$2.89B","2006","Finance","Investment Managers","https://old.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","278.55","$11.36B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/re",
"EVRG","Evergy, Inc.","70.1","$15.98B","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/evrg",
"EVRI","Everi Holdings Inc.","12.35","$1.04B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/evri",
"ES","Eversource Energy","93.38","$30.82B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","31.43","$2.26B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/evtc",
"EVH","Evolent Health, Inc","10.19","$863.24M","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/evh",
"AQUA","Evoqua Water Technologies Corp.","22.76","$2.64B","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aqua",
"XAN","Exantas Capital Corp.","12.08","$385.12M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/xan",
"XAN^C","Exantas Capital Corp.","26.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/xan^c",
"EXPR","Express, Inc.","3.9","$249.24M","2010","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/expr",
"EXTN","Exterran Corporation","5.65","$189.25M","2015","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","107","$13.86B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","54.2","$229.48B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","11.01","$3.58B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","29.81","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","56.3","$2.09B","2010","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","288.06","$10.92B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","390.38","$11.38B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fico",
"SFUN","Fang Holdings Limited","2.44","$218.97M","2010","Technology","EDP Services","https://old.nasdaq.com/symbol/sfun",
"FPAC","Far Point Acquisition Corporation","10.45","$826.2M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fpac",
"FPAC.U","Far Point Acquisition Corporation","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/fpac.u",
"FPAC.WS","Far Point Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpac.ws",
"FTCH","Farfetch Limited","10.17","$3.1B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ftch",
"FPI","Farmland Partners Inc.","6.47","$233.25M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fpi",
"FPI^B","Farmland Partners Inc.","24.54","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpi^b",
"FSLY","Fastly, Inc.","20.51","$1.92B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/fsly",
"FBK","FB Financial Corporation","34.42","$1.1B","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/fbk",
"FFG","FBL Financial Group, Inc.","51.71","$1.28B","1996","Finance","Life Insurance","https://old.nasdaq.com/symbol/ffg",
"AGM","Federal Agricultural Mortgage Corporation","69.31","$742.37M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","26.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^a",
"AGM^C","Federal Agricultural Mortgage Corporation","27.575","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^c",
"AGM^D","Federal Agricultural Mortgage Corporation","26.69","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^d",
"FRT","Federal Realty Investment Trust","124.25","$9.4B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/frt",
"FRT^C","Federal Realty Investment Trust","25.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frt^c",
"FSS","Federal Signal Corporation","30.92","$1.87B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/fss",
"FHI","Federated Hermes, Inc.","33.11","$3.35B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/fhi",
"FMN","Federated Premier Municipal Income Fund","14.76","$169.69M","2002","n/a","n/a","https://old.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","145.6","$38.02B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/fdx",
"RACE","Ferrari N.V.","161.51","$40.16B","2015","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/race",
"FOE","Ferro Corporation","13.67","$1.12B","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/foe",
"FG","FGL Holdings","11.84","$2.63B","2017","Finance","Life Insurance","https://old.nasdaq.com/symbol/fg",
"FG.WS","FGL Holdings","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fg.ws",
"FCAU","Fiat Chrysler Automobiles N.V.","11.96","$23.65B","2014","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/fcau",
"FNF","Fidelity National Financial, Inc.","42.24","$11.64B","2014","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/fnf",
"FIS","Fidelity National Information Services, Inc.","144.66","$89.16B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fis",
"FMO","Fiduciary/Claymore Energy Infrastructure Fund","6.33","$224.34M","2004","n/a","n/a","https://old.nasdaq.com/symbol/fmo",
"FINV","FinVolution Group","1.77","$526.32M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/finv",
"FAF","First American Corporation (The)","61.85","$6.96B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/faf",
"FBP","First BanCorp.","8.4","$1.83B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbp",
"FCF","First Commonwealth Financial Corporation","12.8","$1.26B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcf",
"FHN","First Horizon National Corporation","15.07","$4.69B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fhn",
"FHN^A","First Horizon National Corporation","25.4075","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fhn^a",
"FR","First Industrial Realty Trust, Inc.","42.96","$5.46B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fr",
"AG","First Majestic Silver Corp.","9.34","$1.94B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ag",
"FRC","FIRST REPUBLIC BANK","109.97","$18.53B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc",
"FRC^F","FIRST REPUBLIC BANK","25.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^f",
"FRC^G","FIRST REPUBLIC BANK","25.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^g",
"FRC^H","FIRST REPUBLIC BANK","25.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^h",
"FRC^I","FIRST REPUBLIC BANK","26.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^i",
"FRC^J","FIRST REPUBLIC BANK","25.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^j",
"FFA","First Trust","16.41","$327.84M","2004","n/a","n/a","https://old.nasdaq.com/symbol/ffa",
"FMY","First Trust","14.17","$59.7M","2005","n/a","n/a","https://old.nasdaq.com/symbol/fmy",
"FDEU","First Trust Dynamic Europe Equity Income Fund","13.73","$236.59M","2015","n/a","n/a","https://old.nasdaq.com/symbol/fdeu",
"FIF","First Trust Energy Infrastructure Fund","16.61","$291.51M","2011","n/a","n/a","https://old.nasdaq.com/symbol/fif",
"FSD","First Trust High Income Long Short Fund","15.33","$527.02M","2010","n/a","n/a","https://old.nasdaq.com/symbol/fsd",
"FPF","First Trust Intermediate Duration Preferred & Income Fund","23.73","$1.44B","2013","n/a","n/a","https://old.nasdaq.com/symbol/fpf",
"FEI           ","First Trust MLP and Energy Income Fund","10.95","$514.73M","2012","n/a","n/a","https://old.nasdaq.com/symbol/fei",
"FPL","First Trust New Opportunities MLP & Energy Fund","8.69","$223.33M","2014","n/a","n/a","https://old.nasdaq.com/symbol/fpl",
"FIV","First Trust Senior Floating Rate 2022 Target Term Fund","9.16","$328.22M","2016","n/a","n/a","https://old.nasdaq.com/symbol/fiv",
"FCT","First Trust Senior Floating Rate Income Fund II","12.4","$331.04M","2004","n/a","n/a","https://old.nasdaq.com/symbol/fct",
"FGB","First Trust Specialty Finance and Financial Opportunities Fund","5.821","$83.6M","2007","n/a","n/a","https://old.nasdaq.com/symbol/fgb",
"FEO","First Trust/Aberdeen Emerging Opportunity Fund","14.555","$73.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/feo",
"FAM","First Trust/Aberdeen Global Opportunity Income Fund","11.33","$144.53M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fam",
"FE","FirstEnergy Corp.","48.89","$26.44B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/fe",
"FIT","Fitbit, Inc.","6.46","$1.71B","2015","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/fit",
"FPH","Five Point Holdings, LLC","8.2","$1.21B","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/fph",
"FVRR","Fiverr International Ltd.","32","$1.02B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fvrr",
"FBC","Flagstar Bancorp, Inc.","34.03","$1.93B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fbc",
"DFP","Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.","26.15","$501.28M","2013","n/a","n/a","https://old.nasdaq.com/symbol/dfp",
"PFD","Flaherty & Crumrine Preferred and Income Fund Inco","15.21","$171.24M","1991","n/a","n/a","https://old.nasdaq.com/symbol/pfd",
