Symbol,Name,Sector,industry
SCHN,"Schnitzer Steel Industries, Inc.",Consumer Durables,Industrial Specialties
SRRK,Scholar Rock Holding Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCHL,Scholastic Corporation,Consumer Services,Books
SDGR,"Schrodinger, Inc.",Health Care,Major Pharmaceuticals
SAMA,Schultze Special Purpose Acquisition Corp.,Finance,Business Services
SAMAU,Schultze Special Purpose Acquisition Corp.,Finance,Business Services
SAMAW,Schultze Special Purpose Acquisition Corp.,Finance,Business Services
SGMS,Scientific Games Corp,Technology,EDP Services
SCPL,SciPlay Corporation,Technology,EDP Services
SCPH,scPharmaceuticals Inc.,Health Care,Major Pharmaceuticals
WORX,SCWorx Corp.,Consumer Services,Services-Misc. Amusement & Recreation
SCYX,"SCYNEXIS, Inc.",Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks
STX,Seagate Technology PLC,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation
SHIPZ,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation
SPNE,SeaSpine Holdings Corporation,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SECO,Secoo Holding Limited,Consumer Services,Other Specialty Stores
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,Finance,Finance: Consumer Services
SEEL,"Seelos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",Finance,Major Banks
SIC,"Select Interior Concepts, Inc.",Basic Industries,Homebuilding
SELB,"Selecta Biosciences, Inc.",Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers
SLS,"SELLAS Life Sciences Group, Inc. ",Health Care,Major Pharmaceuticals
LEDS,SemiLEDS Corporation,Technology,Semiconductors
SMTC,Semtech Corporation,Technology,Semiconductors
SNCA,"Seneca Biopharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",Basic Industries,Agricultural Chemicals
AIHS,Senmiao Technology Limited,Finance,Finance: Consumer Services
SRTS,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SVC,Service Properties Trust,Consumer Services,Real Estate Investment Trusts
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks
SESN,"Sesen Bio, Inc.",Health Care,Major Pharmaceuticals
SVBI,Severn Bancorp Inc,Finance,Major Banks
SGBX,"SG Blocks, Inc.",Consumer Services,RETAIL: Building Materials
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Sharps Compliance Corp.,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment
PIXY,"ShiftPixy, Inc.",Technology,Diversified Commercial Services
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties
SCCI,"Shimmick Construction Company, Inc.",n/a,n/a
TYHT,"Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
SWAV,"ShockWave Medical, Inc.",Health Care,Medical/Dental Instruments
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,Finance,Major Banks
SSTI,"ShotSpotter, Inc.",Technology,Computer Software: Prepackaged Software
SIBN,"SI-BONE, Inc.",Health Care,Medical/Dental Instruments
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties
BSRR,Sierra Bancorp,Finance,Major Banks
SRRA,"Sierra Oncology, Inc.",Health Care,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing"
SIGA,SIGA Technologies Inc.,Health Care,Major Pharmaceuticals
SGLB,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products
SBNY,Signature Bank,Finance,Major Banks
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors
SILK,"Silk Road Medical, Inc.",Health Care,Medical/Dental Instruments
SSPK,Silver Spike Acquisition Corp.,Finance,Business Services
SSPKU,Silver Spike Acquisition Corp.,Finance,Business Services
SSPKW,Silver Spike Acquisition Corp.,Finance,Business Services
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers
SSNT,"SilverSun Technologies, Inc.",Miscellaneous,Business Services
SFNC,Simmons First National Corporation,Finance,Major Banks
SLP,"Simulations Plus, Inc.",Technology,EDP Services
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals
SINT,"SiNtx Technologies, Inc.",Health Care,Medical/Dental Instruments
SG,"Sirius International Insurance Group, Ltd.",Finance,Property-Casualty Insurers
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting
SRVA,"SIRVA, Inc.",n/a,n/a
SITM,SiTime Corporation,Technology,Semiconductors
SITO,"SITO Mobile, Ltd.",Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors
SNBR,Sleep Number Corporation,Consumer Durables,Home Furnishings
SLM,SLM Corporation,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,Finance,Finance: Consumer Services
SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors
SND,"Smart Sand, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMBK,"SmartFinancial, Inc.",Finance,Major Banks
SDC,"SmileDirectClub, Inc.",Health Care,Medical/Dental Instruments
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,Technology,Electrical Products
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing
GIGE,SoFi Gig Economy ETF,n/a,n/a
SAQN,Software Acquisition Group Inc.,Finance,Business Services
SAQNU,Software Acquisition Group Inc.,Finance,Business Services
SAQNW,Software Acquisition Group Inc.,Finance,Business Services
SOHU,Sohu.com Limited ,Technology,EDP Services
SLRC,Solar Capital Ltd.,n/a,n/a
SUNS,Solar Senior Capital Ltd.,n/a,n/a
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors
SLNO,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLGL,Sol-Gel Technologies Ltd.,Health Care,Major Pharmaceuticals
SLDB,Solid Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNGX,"Soligenix, Inc.",Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",Health Care,Major Pharmaceuticals
SOLY,"Soliton, Inc.",Health Care,Medical/Dental Instruments
SONM,"Sonim Technologies, Inc.",Public Utilities,Telecommunications Equipment
SNOA,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SONO,"Sonos, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances
SPHS,"Sophiris Bio, Inc.",Health Care,Major Pharmaceuticals
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SFBC,"Sound Financial Bancorp, Inc.",Finance,Savings Institutions
SMMC,South Mountain Merger Corp.,Finance,Business Services
SMMCU,South Mountain Merger Corp.,Finance,Business Services
SMMCW,South Mountain Merger Corp.,Finance,Business Services
SPFI,"South Plains Financial, Inc.",Finance,Major Banks
SSB,South State Corporation,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks
SY,So-Young International Inc.,Technology,EDP Services
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies
SGRP,"SPAR Group, Inc.",Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",Public Utilities,Power Generation
SPKEP,"Spark Energy, Inc.",Public Utilities,Power Generation
SPAR,"Spartan Motors, Inc.",Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,n/a,n/a
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SPRO,"Spero Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,Technology,EDP Services
SPEX,Spherix Incorporated,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services
STXB,"Spirit of Texas Bancshares, Inc.",Finance,Major Banks
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SWTX,"SpringWorks Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FUND,"Sprott Focus Trust, Inc.",Consumer Services,Miscellaneous
SPT,"Sprout Social, Inc",Technology,Computer Software: Prepackaged Software
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software
SRAX,"SRAX, Inc.",Technology,Advertising
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software
SSRM,SSR Mining Inc.,Basic Industries,Precious Metals
STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods
SRAC,Stable Road Acquisition Corp.,Finance,Business Services
SRACU,Stable Road Acquisition Corp.,Finance,Business Services
SRACW,Stable Road Acquisition Corp.,Finance,Business Services
STAF,"Staffing 360 Solutions, Inc.",Technology,Professional Services
STMP,Stamps.com Inc.,Miscellaneous,Business Services
STND,Standard AVB Financial Corp.,Finance,Major Banks
SBLK,Star Bulk Carriers Corp.,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp.,Transportation,Marine Transportation
SBUX,Starbucks Corporation,Consumer Services,Restaurants
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers
MITO,Stealth BioTherapeutics Corp.,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",Transportation,Marine Transportation
STCN,"Steel Connect, Inc.",Miscellaneous,Business Services
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services
SBT,"Sterling Bancorp, Inc.",Finance,Savings Institutions
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing
SFIX,"Stitch Fix, Inc.",Consumer Services,Catalog/Specialty Distribution
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks
STOK,"Stoke Therapeutics, Inc.",Health Care,Major Pharmaceuticals
BANX,StoneCastle Financial Corp,n/a,n/a
STNE,StoneCo Ltd.,Technology,EDP Services
SSKN,"Strata Skin Sciences, Inc.",Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment
STRA,"Strategic Education, Inc.",Consumer Services,Other Consumer Services
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,n/a,n/a
STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.
STRS,Stratus Properties Inc.,Consumer Services,Homebuilding
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services
SBBP,Strongbridge Biopharma plc,Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks
SSBI,Summit State Bank,n/a,n/a
SMMT,Summit Therapeutics plc,Health Care,Major Pharmaceuticals
WISA,"Summit Wireless Technologies, Inc.",Technology,Semiconductors
SNDE,Sundance Energy Inc. ,Energy,Oil & Gas Production
SNDL,Sundial Growers Inc.,Consumer Durables,Specialty Chemicals
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,Technology,Semiconductors
RUN,Sunrun Inc.,Capital Goods,Industrial Specialties
SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment
SLGG,"Super League Gaming, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",Technology,Semiconductors
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Group of Companies, Inc.",Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",Technology,EDP Services
SURF,"Surface Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGRY,"Surgery Partners, Inc.",Health Care,Hospital/Nursing Management
SRDX,"Surmodics, Inc.",Health Care,Medical/Dental Instruments
STRO,"Sutro Biopharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SSSS,Sutter Rock Capital Corp.,n/a,n/a
SIVB,SVB Financial Group,Finance,Major Banks
SIVBP,SVB Financial Group,Finance,Major Banks
SVMK,SVMK Inc.,Technology,"Computer Software: Programming, Data Processing"
SWKH,SWK Holdings Corporation,Finance,Diversified Financial Services
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,Technology,Semiconductors
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services
SNDX,"Syndax Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SYNH,"Syneos Health, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYBX,"Synlogic, Inc.",Health Care,Major Pharmaceuticals
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software
SES,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals
SYPR,"Sypris Solutions, Inc.",Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments
TRHC,"Tabula Rasa HealthCare, Inc.",Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,Technology,Electronic Components
TLC,"Taiwan Liposome Company, Ltd.",Health Care,Major Pharmaceuticals
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software
TLND,Talend S.A.,Technology,Computer Software: Prepackaged Software
TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel
TANH,Tantech Holdings Ltd.,Basic Industries,Major Chemicals
TAOP,Taoping Inc.,Technology,Computer Software: Prepackaged Software
TAPM,"Tapinator, Inc.",n/a,n/a
TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services
TH,Target Hospitality Corp.,Consumer Services,Hotels/Resorts
THWWW,Target Hospitality Corp.,Consumer Services,Hotels/Resorts
TRNX,"Taronis Technologies, Inc.",Technology,Industrial Machinery/Components
TATT,TAT Technologies Ltd.,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components
TCF,TCF Financial Corporation,Finance,Major Banks
TCFCP,TCF Financial Corporation,Finance,Major Banks
CGBD,"TCG BDC, Inc.",n/a,n/a
TCRR,TCR2 Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service
PETZ,"TDH Holdings, Inc.",Consumer Non-Durables,Packaged Foods
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,Capital Goods,Industrial Machinery/Components
TECTP,"Tectonic Financial, Inc.",Finance,Major Banks
TELA,"TELA Bio, Inc.",Health Care,Medical/Dental Instruments
TNAV,"Telenav, Inc.",Capital Goods,Industrial Machinery/Components
TLGT,"Teligent, Inc.",Health Care,Major Pharmaceuticals
TELL,Tellurian Inc.,Energy,Oil & Gas Production
TENB,"Tenable Holdings, Inc.",Technology,Computer Software: Prepackaged Software
TENX,"Tenax Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
TZAC,Tenzing Acquisition Corp.,Finance,Business Services
TZACU,Tenzing Acquisition Corp.,Finance,Business Services
TZACW,Tenzing Acquisition Corp.,Finance,Business Services
TER,"Teradyne, Inc.",Capital Goods,Electrical Products
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions
TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,Technology,Electronic Components
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants
TFFP,"TFF Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TFSL,TFS Financial Corporation,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals
WTER,The Alkaline Water Company Inc.,Consumer Non-Durables,Food Distributors
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",Finance,Major Banks
BPRN,The Bank of Princeton,n/a,n/a
CG,The Carlyle Group Inc.,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management
XONE,The ExOne Company,Capital Goods,Industrial Machinery/Components
FBMS,"The First Bancshares, Inc.",Finance,Major Banks
FLIC,The First of Long Island Corporation,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",n/a,n/a
INTG,The Intergroup Corporation,Consumer Services,Building operators
JYNT,The Joint Corp.,Miscellaneous,Multi-Sector Companies
KHC,The Kraft Heinz Company,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,n/a,n/a
LOVE,The Lovesac Company,Consumer Services,Other Specialty Stores
MSG,The Madison Square Garden Company,Consumer Services,Services-Misc. Amusement & Recreation
MEET,"The Meet Group, Inc.",Consumer Services,Advertising
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components
SLIM,The Obesity ETF,n/a,n/a
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants
ORG,The Organics ETF,n/a,n/a
PECK,"The Peck Company Holdings, Inc.",Public Utilities,Natural Gas Distribution
PNTG,"The Pennant Group, Inc.",Health Care,Medical/Nursing Services
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services
REAL,"The RealReal, Inc.",Consumer Services,Other Specialty Stores
RMR,The RMR Group Inc.,Consumer Services,Professional Services
SMPL,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods
TSG,The Stars Group Inc.,Technology,"Computer Software: Programming, Data Processing"
TTD,"The Trade Desk, Inc.",Technology,"Computer Software: Programming, Data Processing"
YORW,The York Water Company,Public Utilities,Water Supply
NCTY,The9 Limited,Miscellaneous,Business Services
TXMD,"TherapeuticsMD, Inc.",Health Care,Major Pharmaceuticals
TRPX,Therapix Biosciences Ltd.,Health Care,Major Pharmaceuticals
THTX,Theratechnologies Inc.,Health Care,Major Pharmaceuticals
TBPH,"Theravance Biopharma, Inc.",Health Care,Major Pharmaceuticals
THMO,"ThermoGenesis Holdings, Inc.",Capital Goods,Medical Specialities
TCRD,"THL Credit, Inc.",n/a,n/a
THBR,"Thunder Bridge Acquisition II, Ltd.",Finance,Business Services
THBRU,"Thunder Bridge Acquisition II, Ltd.",Finance,Business Services
THBRW,"Thunder Bridge Acquisition II, Ltd.",Finance,Business Services
TIBR,Tiberius Acquisition Corporation,Finance,Specialty Insurers
TIBRU,Tiberius Acquisition Corporation,Finance,Specialty Insurers
TIBRW,Tiberius Acquisition Corporation,Finance,Specialty Insurers
TLRY,"Tilray, Inc.",Consumer Durables,Specialty Chemicals
TSBK,"Timberland Bancorp, Inc.",Finance,Banks
TIPT,Tiptree Inc.,Finance,Property-Casualty Insurers
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores
TMDI,Titan Medical Inc.,Health Care,Medical/Dental Instruments
TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",Health Care,Misc Health and Biotechnology Services
TIVO,TiVo Corporation,Miscellaneous,Multi-Sector Companies
TLSA,Tiziana Life Sciences plc,Health Care,Major Pharmaceuticals
TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment
TMSR,TMSR Holding Company Limited,Finance,Business Services
TOCA,Tocagen Inc.,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals
TOPS,TOP Ships Inc.,Transportation,Marine Transportation
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas Production
TRMD,TORM plc,Transportation,Marine Transportation
TOTA,Tottenham Acquisition I Limited,Finance,Business Services
TOTAR,Tottenham Acquisition I Limited,Finance,Business Services
TOTAU,Tottenham Acquisition I Limited,Finance,Business Services
TOTAW,Tottenham Acquisition I Limited,Finance,Business Services
TBLT,"ToughBuilt Industries, Inc.",Capital Goods,Industrial Machinery/Components
TBLTW,"ToughBuilt Industries, Inc.",Capital Goods,Industrial Machinery/Components
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors
CLUB,"Town Sports International Holdings, Inc.",Consumer Services,Hotels/Resorts
TOWN,Towne Bank,n/a,n/a
TPIC,"TPI Composites, Inc.",Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials
TW,Tradeweb Markets Inc.,Finance,Investment Bankers/Brokers/Service
TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",Capital Goods,Electrical Products
TGA,TransGlobe Energy Corporation,Energy,Oil & Gas Production
TBIO,"Translate Bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TMDX,"TransMedics Group, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TA,TravelCenters of America Inc. ,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America Inc. ,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America Inc. ,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America Inc. ,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo,Technology,EDP Services
TRMT,Tremont Mortgage Trust,Consumer Services,Real Estate Investment Trusts
TRVN,"Trevena, Inc.",Health Care,Major Pharmaceuticals
TRVI,"Trevi Therapeutics, Inc.",Health Care,Major Pharmaceuticals
TPCO,Tribune Publishing Company,Consumer Services,Newspapers/Magazines
TCDA,"Tricida, Inc.",Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,Finance,Major Banks
TDAC,Trident Acquisitions Corp.,Finance,Business Services
TDACU,Trident Acquisitions Corp.,Finance,Business Services
TDACW,Trident Acquisitions Corp.,Finance,Business Services
TRIL,Trillium Therapeutics Inc.,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TCOM,Trip.com Group Limited,Miscellaneous,Business Services
TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing"
